Article ID,Title,Author,Secondary authors,Keywords,title of unpublished reference,primary date,publication year,notes,reprint status,start page number,ending page number,periodical full name,periodical standard abbreviation,periodical in which article was published,periodical name - user abbreviation 1,periodical name - user abbreviation 2,volume number,issue number,title secondary,city of publication,publisher,user definable 1,user definable 5,title series,Abstract,ISSN/ISBN,availability,Misc. 1,Misc. 2,address,Web/URL,link to PDF,link to full-text,related records,images,DOI,rated unclear,Comment: Island (Population); ,Unnamed: 39,Comment: Terrestrial Biodiversity (Population); ,Unnamed: 41,Comment: Monitoring&nbsp; (Outcome); ,Unnamed: 43,ensemble_score,ensemble_prediction,std_score,consensus_strength,positive_folds,Score_Rank
565.0,"The flora and vegetation of Open Bay Islands
","Burrows, C.",,Flora; Colonisation,,,1972.0,,,15,42,,,,,,2,1,"Journal of the Royal Society of New Zealand
",,"Taylor & Francis
",,,,"Abstract THE paper lists the flora of Open Bay Islands, South Westland, New Zealand, and describes the vegetation. Brief ecological notes are given for the terrestrial vegetation. The importance of seals, in particular, in affecting the vegetation is described. Notes about colonisation of the islands by plants are included and there are five appendices. The first describes small plots installed to exclude seals, the second describes the soils, the third describes glacial deposits on the islands, the fourth includes notes about some of the animal life and the fifth, by Dr and Mrs D. S. Horning, lists additional cryptogams collected by them.
","0303-6758
",,,,,"https://doi.org/10.1080/03036758.1972.10423301
",,,,,10.1080/03036758.1972.10423301,No,,,,com,,,0.9965293526649475,1,0.0009361681970815263,1.0,5,78.0
566.0,"Survei keanekaragaman anggrek (Orchidaceae) di Kabupaten Bangka Tengah dan Belitung, Provinsi Kepulauan Bangka Belitung
","Destri, Destri",,Epiphyte; Orchidaceae; Cymbidium,,,2015.0,,,,,,,,,,,,"Prosiding Seminar Nasional Masyarakat Biodiversitas Indonesia
",,"MBI & UNS Solo
",,,,"Destri, Fudola A, Harto, Kusnadi. 2015. Survey on orchid diversity in Bangka Tengah and Belitung Districts, the Province of Bangka Belitung Island. Pros Sem Nas Masy Biodiv Indon 1: 509-514. Survey on the orchid diversity of Bangka Tengah and Belitung Districts was conducted in Mei 31-June 10 2014. The aim of this survey was to obtain information on the orchid diversity in the disturbed forest. This survey was conducted in Sungai Mancung and Air Bayat forests (Bangka Tengah) and Bukit Peramun forest (Belitung). The result shows that there were 18 species of orchid found in this location, 12 species from Bangka and 8 species from Belitung and two species was found in both locations. Among 18 species, five of them are terrestrial orchids (Apostasia wallichii, Bromheadia finlaysoniana, Claderia viridiflora, Dipodium scandens, and Malaxis latifolia) and the rest are epiphyte such are giant orchid Grammatophyllum speciosum, Cymbidium finlaysonianum, Bulbophyllum medusae, etc.
","2407-8050
",,,,,"https://doi.org/10.13057/psnmbi/m010322
",,,,,10.13057/psnmbi/m010322,No,,,,com,,baseline,0.9955060958862305,1,0.0020021890185175618,1.0,5,377.0
567.0,"Rapid decline of the endemic giant land snail <i>Archachatina bicarinata</i> on the island of Príncipe, Gulf of Guinea
","Dallimer, Martin; Melo, Martim",,Extinction (optical mineralogy); Land snail,,,2010.0,,,213,218,,,,,,44,2,"Oryx
",,"Cambridge University Press
",,,,"Abstract Terrestrial and freshwater molluscs are amongst the most threatened of all taxa, yet data exist on the distribution and status of only a small proportion of the species. Here we present the results of the first systematic survey of a terrestrial mollusc on the island of Príncipe in the Gulf of Guinea. Archachatina bicarinata has never been previously surveyed, despite being categorized as Vulnerable on the IUCN Red List and suffering from unregulated harvesting for food. We found that A. bicarinata is restricted to primary rainforest and its abundance and probability of occurrence increased as surveyed sites became less accessible. Additional anecdotal evidence from the observations of previous scientific expeditions, local guides and snail harvesters suggested that the species has suffered a dramatic decline in population size and distribution in recent years. We therefore recommend that immediate action be taken to prevent its imminent extinction on Príncipe. The collection of A. bicarinata from protected areas should be banned, as should commercial harvesting and sales. Subsistence collecting should be limited to larger individuals. Our data have been used to inform the management plans for the protected areas on Príncipe and São Tomé, and this should help to ensure the future of A. bicarinata on both islands.
","0030-6053
",,,,,"https://doi.org/10.1017/s0030605309990834
",,,,,10.1017/s0030605309990834,No,,,,pop,,,0.9961844921112061,1,0.0015653261364673634,1.0,5,210.0
568.0,"Molecular phylogeny of the Greek populations of the genus <i>Ligidium</i> (Isopoda, Oniscidea) using three mtDNA gene segments
","Klossa‐Kilia, Elena; Kilias, G.; Tryfonopoulos, George; Κούκου, Κατερίνα; Sfenthourakis, Spyros; Parmakelis, Aristeidis",,Lineage (genetic); Molecular Phylogenetics; Genetic divergence; Isopoda,,,2006.0,,,459,472,,,,,,35,5,"Zoologica Scripta
",,"Wiley
",,,,"The phylogeny of Greek populations of the terrestrial isopod genus Ligidium is reconstructed based on three mtDNA gene segments: 12S rRNA, 16S rRNA and COI. Two widely distributed European species, as well as three outgroups belonging to different isopod genera, were also included in the analyses. The samples used represent almost all Ligidium species known to occur in Greece, as well as several populations of unknown specific status plus some new records. Phylogenetic analyses of the combined data set were performed using Bayesian inference and maximum parsimony. The two main sister clades with good support indicate the sympatric differentiation of two lineages in southern continental Greece (Peloponnisos), where Ligidium populations exhibit a mosaic distribution of sibling species. The insular populations of the Aegean Islands show increased genetic divergence and form separate clades. The presence of a third lineage of Asiatic origin is strongly suggested by both the molecular phylogeny and morphology. The only presumably valid diagnostic morphological character exhibits only partial correspondence to well supported clades of the molecular phylogeny. Genetic differentiation between populations is very high, a fact that can be attributed to the strict ecological specialization of these animals that leads to increased levels of isolation even between populations that are in close proximity. As a consequence, Greek Ligidium populations, especially those present on islands, are unique genetic pools and extremely vulnerable to extinction.","0300-3256
",,,,,"https://doi.org/10.1111/j.1463-6409.2006.00243.x
",,,,,10.1111/j.1463-6409.2006.00243.x,No,,,,gen,,,0.9952710032463074,1,0.0016858586889395843,1.0,5,418.0
569.0,"Glacier Retreat Results in Loss of Fungal Diversity
","Tsuji, Masaharu; Vincent, Warwick; Tanabe, Yukiko; Uchida, Masaki",,Biome,,,2022.0,,,1617,1617,,,,,,14,3,"Sustainability
",,"Multidisciplinary Digital Publishing Institute
",,,,"Walker Glacier near the northern coast of Ellesmere Island in the Canadian High Arctic (terrestrial margin of the ‘Last Ice Area’) is undergoing rapid ice attrition in response to climate change. We applied culture and molecular methods to investigate fungal diversity at the terminus of this glacier. Analysis of the mycoflora composition showed that the Walker Glacier isolates separated into two clusters: the surface of the glacier ice and the glacier foreland. The recently exposed sediments of the foreland had a lower fungal diversity and different species from those on the ice, with the exception of five species that occurred in both habitats. This loss of glacial ice in the Arctic is therefore resulting in the loss of habitats for cold-dwelling fungal species. Fungal diversity is a potentially rich biological resource of glacial ecosystems, with unique taxa. The rapid loss of these glacial habitats underscores the urgency for genomic surveys of fungal diversity in the High Arctic, and the need for further isolation of strains as well as cryopreservation of environmental micro-biome samples for future research and conservation.
","2071-1050
",,,,,"https://doi.org/10.3390/su14031617
",,,,,10.3390/su14031617,No,,climate change/melting as ecosystem disturbance,,"com, fun",,,0.7975831867195666,1,0.395392741433052,0.8,4,781.0
570.0,"The earliest record of Caribbean frogs: a fossil coquí from Puerto Rico
","Blackburn, David; Keeffe, Rachel; Vallejo-Pareja, María; Vélez‐Juarbe, Jorge",,Fossil Record; Caribbean region; Caribbean island,,,2020.0,,,20190947,20190947,,,,,,16,4,"Biology Letters
",,"Royal Society
",,,,"The nearly 200 species of direct-developing frogs in the genus Eleutherodactylus (the Caribbean landfrogs, which include the coquís) comprise an important lineage for understanding the evolution and historical biogeography of the Caribbean. Time-calibrated molecular phylogenies provide indirect evidence for the processes that shaped the modern anuran fauna, but there is little direct evidence from the fossil record of Caribbean frogs about their distributions in the past. We report a distal humerus of a frog from the Oligocene (approx. 29 Ma) of Puerto Rico that represents the earliest known fossil frog from any Caribbean island. Based on its prominent rounded distal humeral head, distally projecting entepicondyle, and reduced ectepicondyle, we refer it to the genus Eleutherodactylus. This fossil provides additional support for an early arrival of some groups of terrestrial vertebrates to the Greater Antilles and corroborates previous estimates based on molecular phylogenies suggesting that this diverse Caribbean lineage was present in the islands by the mid-Cenozoic.
","1744-9561
",,,,,"https://doi.org/10.1098/rsbl.2019.0947
",,,,,10.1098/rsbl.2019.0947,No,,,,trait,,"baseline, paleo",0.9937814235687256,1,0.003924761411212625,1.0,5,533.0
571.0,"Do we need a process‐based approach to nature conservation? Continuing the parable of Green Mountain, Ascension Island
","Wilkinson, David",,Coevolution; Biota; Endemism; Gray (unit),,,2004.0,,,2041,2042,,,,,,31,12,"Journal of Biogeography
",,"Wiley
",,,,"In January 2004, I published an essay in this Journal that attempted to use the de novo ecosystem on Green Mountain, Ascension Island, to develop a number of ideas about ecosystem construction and related topics. Gray (2004), in a thought-provoking response, has recently questioned several of my interpretations. He organised his criticisms under three headings: ‘coevolution’, ‘carbon sequestration’ and ‘species richness’. Here I use the same headings to structure my response. In the first case (coevolution), while we differ on interpretation, we appear to agree on the observations and experiments needed to settle the question. Regarding carbon sequestration, I believe we are in agreement, Gray's comments being based on a misunderstanding of my original essay. The most interesting differences between us are over species richness; I argue that this is a product of different approaches to conservation biology.

","0305-0270
",,,,,"https://doi.org/10.1111/j.1365-2699.2004.01216.x
",,,,,10.1111/j.1365-2699.2004.01216.x,Yes,,not the primary study with data collection but could provide insights and info on ecosystem functioning and species richness on Ascension Island,,"fun, com",,,0.9767096638679504,1,0.03800066085714134,1.0,5,671.0
572.0,"Influence of glaciers and snow cover on terrestrial and marine ecosystems as revealed by remotely-sensed data
","Vogt, Steffen; Braun, Matthias",,Terrestrial ecosystem,,,2004.0,,,105,118,,,,,,4,1,"PESQUISA ANTÁRTICA BRASILEIRA (Academia Brasileira de Ciências)
",,,,,,"King George Island, the largest of the South Shetland Islands, Antarctica, is dominated by an ice cap.Less than 10% of the island's area is ice free, but biological activity is concentrated on these small areas and on the coastal zone.Processes related to melt water from snow and ice strongly control these environments.Remote sensing offers a suite of methods and tools that can assist in addressing the influence of glaciers and snow cover on terrestrial and marine ecosystems.Four case studies test the use of spaceborne remotely sensed data to assess these processes on King George Island.Active microwave data (SAR) are used to assess ablation patterns that indicate melt water discharge.Data from the visible spectrum are applied on monitoring sediment plumes in the coastal ecosystems.Another case study demonstrates the use of SAR and optical data to monitor the seasonal and inter-annual changes in the morphometry and location of lakes.An example of how to use multi-spectral imagery to estimate physical properties of lentic water bodies is also given.These case studies confirm the applicability of remote sensing tools to assess the influence of glaciers and snow cover on ecosystems in maritime Antarctica.
","0103-4049
",,,,,"https://doi.org/10.31789/pab.v4n1.010
",,,,,10.31789/pab.v4n1.010,No,,monitoring glacier melt and cover (ecosystem structure),,struct,,,0.9871305584907532,1,0.008780127627676763,1.0,5,637.0
574.0,"Relationships between fish and supralittoral vegetation in nearshore marine habitats
","Romanuk, Tamara; Levings, Colin",,Supralittoral zone,,,2006.0,,,115,132,,,,,,16,2,"Aquatic Conservation Marine and Freshwater Ecosystems
",,"Wiley
",,,,"This study was conducted to determine whether there were significant differences in the species richness and community composition of fish assemblages in coastal nearshore habitats with differing compositions of supralittoral vegetation.

2.
We sampled fish assemblages and conducted supralittoral vegetation surveys at 27 beaches on the west coast of Vancouver Island, British Columbia. Thirteen of the beaches had supralittoral vegetation characteristic of old-growth coastal forests and 14 had been previously subjected to logging or other disturbances.

3.
Physical features (e.g. substrate, salinity, etc.) were recorded at each beach to determine whether there were significant associations between supralittoral vegetation and beach characteristics as well as between beach characteristics and fish assemblages.

4.
Across all 27 beaches, 1832 individuals of 31 species of nearshore fish were collected, primarily juvenile cottids and salmonids. Mean species richness did not differ between beaches with old-growth versus secondary-growth supralittoral vegetation; however, a higher cumulative number of species was found at beaches with old-growth supralittoral vegetation.

5.
Canonical Correspondence Analysis (CCA) showed that beach characteristics and supralittoral vegetation were not significantly associated. Separate CCA for fish associations with beach characteristics and fish associations with supralittoral vegetation explained ∼55% of the variance in fish assemblage composition, suggesting that fish assemblage composition is significantly affected by substrate, submerged vegetation, and physico-chemical conditions as well as by the community composition of vegetation in adjacent supralittoral habitats.

6.
Specifically, we found associations between supralittoral vegetation and penpoint gunnels (Apodichthys flavidus Girard), tidepool sculpins (Oligocottus maculosus Girard), Pacific staghorn sculpins (Leptocottus armatus Girard), arrow gobies (Clevelandia ios Jordan and Gilbert), shiner perch (Cymatogaster aggregata Gibbons) and kelp perch (Brachyistius frenatus Gill). Juvenile chum (Oncorhynchus keta Walbaum) and coho (Oncorhynchus kisutch Walbaum) salmon were strongly associated with supralittoral vegetation characteristic of mature coastal forests such as mosses and western red cedar (Thuja plicata) suggesting that some nearshore fish species may be affected by processes originating in terrestrial ecosystems.

7.
Our results suggest that some nearshore fish species may be affected by removal of supralittoral vegetation.","1052-7613
",,,,,"https://doi.org/10.1002/aqc.704
",,,,,10.1002/aqc.704,No,,"assessing relationships between fish and coastal vegetation, but provides data on species richness of supralittoral vegetation & structure (salinity, substrate, etc.)",,"com, struct",,,0.4387376107275486,0,0.44916047591317143,0.6,2,886.0
575.0,"Refugia in Glacial Ages Led to the Current Discontinuous Distribution Patterns of the Dark Red-backed Vole<i>Myodes rex</i>on Hokkaido, Japan
","Kawai, Kuniko; Hailer, Frank; de Guia, Anna; Ichikawa, Hideo; Saitoh, Takashi",,Lineage (genetic),,,2013.0,,,642,650,,,,,,30,8,"ZOOLOGICAL SCIENCE
",,"Zoological Society of Japan
",,,,"The terrestrial mammalian fauna of the North Japanese island, Hokkaido, is more similar to that of Southern Siberia than to the main island of Japan, Honshu. Three species of the genus Myodes (Muridae, Rodentia) are found on Hokkaido, but not on Honshu. While Myodes rufocanus and M. rutilus are widely distributed across Hokkaido as well as the Eurasian continent, M. rex, which is endemic to Hokkaido and its adjacent islands, shows a discontinuous distribution pattern. We analyzed the phylogeographic history of M. rex using the mitochondrial DNA control region in order to interpret their discontinuous distribution pattern. Phylogenetic relationships among 54 distinct haplotypes showed that M. rex can be divided into four clades that occur on the northern, central, and southern regions of the Hokkaido mainland and on Rishiri Island, respectively. The phylogroups in the northern and central regions were largely separated in space, although several areas of sympatry were found. The phylogroup in the southern region, which was clearly separated from other phylogroups, showed markedly low genetic variability. All analyzed individuals from the population on Rishiri belonged to a separate lineage. Across a range of divergence rate estimates, we dated the basal divergence of all phylogroups to the mid to late Pleistocene, with subsequent signals of population expansion within lineages. We conclude that current phylogeographic structure in M. rex likely reflects Pleistocene survival in several separate refugia in situ. Past glacial ages have thus played an important role in shaping the current distribution patterns of mammalian species on Hokkaido.
","0289-0003
",,,,,"https://doi.org/10.2108/zsj.30.642
",,,,,10.2108/zsj.30.642,No,,,,"com, gen",,baseline,0.9963533163070679,1,0.0010556835049134298,1.0,5,145.0
576.0,"Body Size and Extinction Risk in a Stochastic Environment
","Johst, Karin; Brandl, Roland",,Extinction (optical mineralogy),,,1997.0,,,612,612,,,,,,78,3,"Oikos
",,"Wiley
",,,,,"0030-1299
",,,,,"https://doi.org/10.2307/3545624
",,,,,"10.2307/3545624
",Yes,,no abstract,,,,,,,,,,
577.0,"Arthropoda of the subantarctic islands of New Zealand
","Lee, D.; Hunter, Preston",,,,,1974.0,,,295,328,,,,,,1,3,"New Zealand Journal of Zoology
",,"Taylor & Francis
",,,,"The following 10 new and 8 previously described species of rhodacarid mites are recorded from terrestrial and littoral habitats on the Auckland Islands and Campbell Island: Gamasiphinae ‐ Caliphis schusteri (Hirschmann), Euepicrius caesariatus n. sp., Gamasiphoides costai n. sp., G. macquariensis (Hirschmann); Ologamasinae, Ologamasini‐Athiasella viripileus n. sp., A. longiseta n. sp., A. pecten n. sp., A. scaphosternum n. sp., Cymiphis watsoni (Hirschmann), Heydeniella sherrae n. sp., H. womersleyi n. sp., Para‐sitiphis aurora Lee, P. jeanneli (André); Ologamisinae, Gamasellini ‐ Acugamasus watsoni (Hirschmann), Evanssellus foliatus Ryke, Litogamasus setosus (Kramer), L. falcipes n. sp., Pilellus rugipellis n. sp. Besides describing the new species, annotations are made to the descriptions of others. The rhodacarid species of other far southern areas are listed amongst the above, and include new locality records of Acugamasus watsoni (Kerguelen I.) and Rhodacaroides (Crozet Is). Gamasiphoides, Athiasella viripileus‐complcx, Para‐sitiphis aurora, and P. jeanneli are newly recorded from New Zealand. New combinations of Gamasiphoides femoralis (Banks, 1916) and Litogamasus gressitti (Hunter, 1970) are made. A previous record of Evanssellus from South America is re‐identified as Hetero‐gamasus. A key is provided for the identification of adults from far southern areas, and their distribution is discussed.
","0301-4223
",,,,,"https://doi.org/10.1080/03014223.1974.9517836
",,,,,10.1080/03014223.1974.9517836,No,,,,"com, pop",,baseline,0.9961212396621704,1,0.001378689311456935,1.0,5,235.0
578.0,"Loss and conservation of evolutionary history in the Mediterranean Basin
","Véron, Simon; Clergeau, Philippe; Pavoine, Sandrine",,Mediterranean Basin; Biodiversity hotspot; Extinction (optical mineralogy),,,2016.0,,,,,,,,,,16,1,"BMC Ecology
",,"BioMed Central
",,,,"Phylogenetic diversity and evolutionary distinctiveness are highly valuable components of biodiversity, but they are rarely considered in conservation practices. Focusing on a biodiversity hotspot, the Mediterranean Basin, we aimed to identify those areas where evolutionary history is highly threatened and range-restricted in the region. Using null models, we first compared the spatial distributions of three indices: two measured threatened evolutionary history—Expected PDloss and Heightened Evolutionary distinctiveness and Global Endangerment—and one measured endemic evolutionary history—Biogeographically Evolutionary Distinctiveness. We focused on three vertebrate groups with high proportions of endemic, threatened species: amphibians, squamates and terrestrial mammals. Second, we estimated the spatial overlap of hotspots of threatened and endemic evolutionary history within the network of protected areas under several conservation scenarios. Areas that concentrate evolutionary history of conservation interest greatly differed among taxa and indices, although a large proportion of hotspots were identified in the Maghreb, in the East of the Mediterranean Basin as well as in islands. We found that, in a minimum conservation scenario, there was a significant proportion of hotspots for amphibians and squamates that were protected but not for terrestrial mammals. However, in a strong conservation scenario, only few hotspots overlapped with protected areas and they were significantly less protected than in a model where hotspots were chosen randomly. Some sites concentrate highly threatened and range-restricted evolutionary history of the Mediterranean basin and their conservation could be much improved. These sites are relevant for conservation studies aimed at designing new conservation actions to preserve evolutionary history and the option values it represents.
","1472-6785
",,,,,"https://doi.org/10.1186/s12898-016-0099-3
",,,,,10.1186/s12898-016-0099-3,Yes,,includes islands but can't tell to what extent,,com,,,0.9793205022811889,1,0.033491177050027,1.0,5,662.0
579.0,"Breeding Westland petrels as providers of detrital carbon and nitrogen for soil arthropods: a stable isotope study
","Hawke, DJ; Clark, JM; Vallance,",,Arthropod; Burrow; Detritus; δ15N; Forest floor; Terrestrial ecosystem,,,2012.0,,,58,65,,,,,,43,1,"Journal of the Royal Society of New Zealand
",,"Taylor & Francis
",,,,"Seabirds deposit large quantities of marine detritus on land, but little is known of the soil arthropods processing this material. Burrow-nesting seabirds concentrate their activities within their burrows, so we tested the hypothesis that burrow arthropod fauna is more marine-like in its isotopic enrichment (13C/12C, 15N/14N; expressed as δ13C and δ15N) than the arthropods on the adjacent forest floor. Results from a Westland petrel (Procellaria westlandica) colony on the South Island of New Zealand did not support the hypothesis. Instead, δ15N was universally marine (13–22‰). While δ13C separated into two clusters, the distribution was not according to arthropod provenance. Most taxa had a terrestrial δ13C; only two taxa (a leiodid beetle and the mesostigmatic mite Ayersacarus woodi) incorporated marine C. The leiodid beetle occurs both in burrows and on the forest floor; beetles from both habitats had a marine δ13C. Ayersacarus woodi is found only in burrows. We conclude that, in this system, marine and terrestrial detrital C is processed separately, and that marine detrital C enters the terrestrial ecosystem through a very few arthropod taxa.","0303-6758
",,,,,"https://doi.org/10.1080/03036758.2011.616211
",,,,,10.1080/03036758.2011.616211,No,,,,"trait, fun, ?",,,0.9960341691970825,1,0.001473080692985709,1.0,5,260.0
581.0,"Invasive Snake Activity Before and After Automated Aerial Baiting
","Siers, Shane; Shiels, Aaron; Barnhart, Patrick",,Georeference,,,2019.0,,,256,267,,,,,,84,2,"Journal of Wildlife Management
",,"Wiley
",,,,"Aerially delivered toxic baits have proven effective for landscape-level control of numerous invasive vertebrate populations with major benefits for conservation and ecosystem function, but this technique has not been broadly adapted for control of invasive reptiles. Nonnative brown treesnakes (Boiga irregularis) on the Pacific island of Guam have caused severe ecological and economic damage and pose an invasion risk on other islands, making them a high-profile candidate for application of aerial baiting methods. Although terrestrial applications of traps, toxicants, and hand-removal are standard brown treesnake management practices, these methods are not cost-effective for control in the island's large tracts of remote, rugged forest. In 2016, the first major in situ evaluation of a helicopter-borne automated aerial bait delivery system applied snake-targeted toxic baits at an effective rate of approximately 120 baits/ha over a 110-ha forested test plot on Guam. We evaluated the extent and duration of the suppressive effect of this toxic bait application on brown treesnakes by measuring nontoxic bait take rates as a proxy index of relative snake abundance before and after toxic bait application in a treatment plot and surrounding reference area. We placed 4,420 nontoxic baits in random transects at georeferenced locations, from 1 month before until nearly 12 months after toxic bait application, allowing temporal analysis of the suppressive effect and spatial analysis of treatment plot reinvasion. Over the first 30 days after toxic bait application, average nontoxic bait take rate in the treatment plot was 41.2% lower than the pre-application rate, and there was no immediate decrease in bait take in the reference area. Reduced snake activity was still evident nearly 12 months after bait application. Roads forming a portion of the treatment boundary appeared to slow snake movement between treated area and surrounding untreated area. Trail cameras monitoring a subset of bait tubes showed that 97.5% of baits removed were taken by snakes rather than nontarget species. We indexed rodent abundance in the treatment plot and reference area, and found no indication of a rodent population increase following toxic bait application. Our results show that automated aerial bait applications can suppress brown treesnake abundance over a large area and that reinvasion from surrounding untreated habitat occurs over several months. We anticipate that repeated bait applications could achieve and maintain greatly reduced brown treesnake abundance on a landscape scale, potentially improving biosecurity and enabling experimental reintroduction of native birds extirpated by brown treesnake predation. Published 2019. This article is a U.S. Government work and is in the public domain in the USA. The Journal of Wildlife Management published by Wiley Periodicals, Inc. on behalf of The Wildlife Society.","0022-541X
",,,,,"https://doi.org/10.1002/jwmg.21794
",,,,,10.1002/jwmg.21794,No,,,,"pop, fun",,"rep, inv",0.9961605429649353,1,0.0011246936367440862,1.0,5,217.0
582.0,"Potential impacts of uv exposure on lichen communities: a pilot study of <i>nothofagus dombeyi</i> trunks in southernmost chile
","Trest, Marie; Will‐Wolf, Susan; Keuler, Rachel; Shay, N.J.; Hill, Karen; Studer, Alyssa; Muench, Andy; Alexander, Zachary; Adams, Axel; Dittberner, Leah; Feehan, Martin; Hannah, Lee; Galleguillos-katz, Nicholas; Zedler, Joy; Graham, Linda; Arancibia‐Ávila, Patricia",,Nothofagus,,,2015.0,,,1,12,,,,,,1,4,"Ecosystem health and sustainability
",,"Taylor & Francis
",,,,"Abstract High‐latitude terrestrial ecosystems face the triple threats of climate warming, increased exposure to UV arising from polar ozone depletion, and deforestation. Lichen communities of southernmost Chile are recognized for their high diversity, which includes nitrogen‐fixing cyanolichens. Such lichens are common on forest trees, contribute nitrogen to forests, and are sensitive to exposure following deforestation (widespread in this region). In a pilot study of exposure effects on tree lichens, using nondestructive imaging methods, we compared lichen communities on trunks of isolated vs. forest tree trunks of southern Chilean beech ( Nothofagus dombeyi , Nothofagaceae). We chose trees of similar diameter and trunk lean angle in conserved forest and nearby logged meadow on Navarino Island, XII Region Magallanes and Chilean Antarctica, Chile, within the annual southern ozone hole. Ninety‐five percent of cyanolichen records, including Nephroma antarcticum , and 66% of records for other foliose lichens were from the forest, whereas pendulous usneoid lichens dominated N. dombeyi bark at the meadow site. Limitation of cyanolichen growth on isolated trees could affect ecosystem function in this poorly studied habitat. Possible factors contributing to strong community differences were increased light intensity, UV radiation, and wind stress, plus limited ability of lichens to colonize isolated trees in the logged meadow. UV radiation was likely an important stressor for some lichen species but not others. We recommend more extensive monitoring to pinpoint causes of differing lichen communities, and we encourage better protection of bark‐dwelling lichens in southern hemisphere regions facing multiple threats.
","2096-4129
",,,,,"https://doi.org/10.1890/ehs15-0008r1.1
",,,,,10.1890/ehs15-0008r1.1,No,,,,"fun, com",,,0.991289484500885,1,0.007168501409431258,1.0,5,597.0
583.0,"Photosynthesis of Arid and Subtropical Succulent Plants
","Ting, Irwin",,Epiphyte; Bromeliaceae; Orchidaceae; Crassulaceae,,,1989.0,,,387,406,,,,,,12,2,"Aliso
",,"California Botanic Garden
",,,,"The hypothesis of Crassulacean acid metabolism (CAM) is that it is a physiological adaptation to arid or otherwise dry habitats. Stomata are closed during the day and open at night when the evaporative demand is low. Thus exogenous CO2 is fixed at night with relatively little water loss. CAM is typically found in succulents occurring in desert and dry Mediterranean regions, but not in the cold deserts of Asia. Recently, it has become known that many arid tropical succulent plants are CAM as well, particularly those growing epiphytically. The vegetation of St. John, U.S. Virgin Islands, ranges from desertlike cacti at the windward, dry eastern side of the island to near tropical rainforest at the higher elevations. Native CAM plants are found in families Agavaceae, Bromeliaceae, Cactaceae, Clusiaceae, Orchidaceae, Piperaceae and Vitaceae. Exotic CAM species are in the families Aizoaceae, Crassulaceae, and Liliaceae. The distribution of these plants is entirely consistent with the hypothesis of CAM being an adaptation to arid habitats. All species in the Agavaceae and Cactaceae are CAM. All of the Bromeliaceae with the exception of the terrestrial Pitcairnia and the epiphytic Catopsis are CAM. The epiphytic and dry habitat orchids occurring in the genera Epidendrum, Oncidium, Vanilla, and Tetramicra are CAM. Of three species of Cissus, only the species occurring in the most arid zones, C. trifoliata, is CAM. Clusia rosea is enigmatic in that it is epiphytic when young and a rooted tree when mature. It is the only known genus of true dicotyledonous trees to have CAM. Two of the most serious exotic weeds naturalized in arid scrub areas are CAM, Sansevieria trifasciata and Bryophyllum pinnatum.
","0065-6275
",,,,,"https://doi.org/10.5642/aliso.19891202.14
",,,,,10.5642/aliso.19891202.14,No,,,,"com, pop, trait",,,0.9961787700653076,1,0.001228303050396106,1.0,5,213.0
584.0,"Invisible threats to native mammals - mercury levels in three Eurasian red squirrel populations
","Lurz, Peter; Krauze‐Gryz, Dagny; Gryz, Jakub; Meredith, Anna; Schilling, Anna‐Katarina; Thain, Chris; Heller, Eberhard",,Mercury; Arboreal locomotion; Mercury pollution; Bioindicator,,,2017.0,,,280,283,,,,,,28,2,"Hystrix
",,"Associazione Teriologica Italiana
",,,,"Understanding how biodiversity, ecosystem function and species conservation are affected by factors such as climate or land use change, disease and pollution is an important aspect of species conservation and a key focus of the field of Conservation Medicine. Mammals such as squirrels can be valuable biological sentinels for environmental pollution and the intention of this pilot project was to test a new, rapid technique that allows direct detection of mercury (Hg) in hair samples. Our aim was to establish, for the first time, if red squirrels in Europe show any indication of mercury pollution; and to compare levels from red squirrels in two rural UK (Arran and Brownsea Island) and one Polish city population (Warsaw). The latter is exposed to higher levels of Hg from coal-fired power plants. Total mercury levels ranged from 11.1 to 801.95 μg/kg. Contrary to our expectations, females from the Island of Arran had significantly higher Hg values than either males or females from the two other sites. Although the Isle of Arran was the only site where the difference between females and males was significant, our findings for both Poland and the UK suggest that mercury does not only accumulate in marine food chains and the arctic ecosystem, but is present in urban ecosystems and terrestrial woodlands. Data on trends to determine if Hg values are accumulating in arboreal mammals are completely lacking, and point to a need for a monitoring strategy of mercury levels and associated, potential health impacts in endangered species.","0394-1914
",,,,,"https://doi.org/10.4404/hystrix-28.2-12335
",,,,,10.4404/hystrix-28.2-12335,Yes,,includes data from the UK,,fun,,,0.9954943895339966,1,0.0010204252207753328,1.0,5,383.0
